id,word,pinyin,definition,definition_th,level,example_sentence,example_pinyin
3562,被动,bèi dòng,passive; being acted upon rather than taking initiative,ถูกกระทำ; ไม่ได้เป็นฝ่ายเริ่มต้น; อยู่ในสถานะที่ถูกควบคุม,5,他处于被动地位。,Tā chǔ yú bèi dòng dì wèi.
3563,鼻子,bí zi,nose,จมูก,5,他的鼻子很高。,Tā de bí zi hěn gāo.
3564,辈,bèi,generation; lifetime; group of people of the same generation; classifier for generations,รุ่น; ชั่วอายุ; กลุ่มคนในรุ่นเดียวกัน; หน่วยนับสำหรับรุ่น,5,我们这一辈很幸福。,Wǒmen zhè yī bèi hěn xìngfú.
3565,比重,bǐ zhòng,specific gravity; proportion,ความถ่วงจำเพาะ; สัดส่วน,5,水的比重比空气大。,shuǐ de bǐ zhòng bǐ kōng qì dà.
3566,北极,běi jí,the North Pole; the Arctic,ขั้วโลกเหนือ; อาร์กติก,5,北极的冬天非常冷。,Běijí de dōngtiān fēicháng lěng.
3567,必需,bì xū,"necessary, essential, indispensable","จำเป็น, สำคัญ, ซึ่งขาดไม่ได้",5,水是生命必需的。,shuǐ shì shēngmìng bì xū de.
3568,彼此,bǐ cǐ,each other; one another,ซึ่งกันและกัน; กันและกัน,5,我们应该彼此信任。,Wǒmen yīnggāi bǐcǐ xìnrèn.
3569,闭幕式,bì mù shì,closing ceremony,พิธีปิด,5,闭幕式非常精彩。,Bì mù shì fēi cháng jīng cǎi.
3570,必,bì,must; certainly; necessarily,ต้อง; แน่นอน; อย่างแน่นอน,5,我们必须努力学习。,wǒ men bì xū nǔ lì xué xí.
3571,变动,biàn dòng,to change; to fluctuate; change; fluctuation,เปลี่ยนแปลง; ผันผวน; การเปลี่ยนแปลง; ความผันผวน,5,计划有变动。,jì huà yǒu biàn dòng.
3572,边境,biān jìng,"border area, frontier region","พื้นที่ชายแดน, เขตแดน",5,边境地区很安全。,Biān jìng dì qū hěn ān quán.
3573,宾馆,bīn guǎn,hotel,โรงแรม,5,这家宾馆很干净。,zhè jiā bīn guǎn hěn gān jìng.
3574,饼干,bǐng gān,"biscuit, cookie, cracker","บิสกิต, คุกกี้, แครกเกอร์",5,我早餐吃了饼干。,wǒ zǎo cān chī le bǐng gān.
3575,饼,bǐng,flat baked food; cake; cookie; pastry,อาหารแป้งอบแบน; เค้ก; คุกกี้; ขนมอบ,5,妈妈做了美味的饼。,Māma zuò le měiwèi de bǐng.
3576,博士,bó shì,Ph.D.; doctor (academic degree),ปริญญาเอก; ดุษฎีบัณฑิต,5,他是一位博士。,tā shì yī wèi bó shì.
3577,不利,bù lì,"unfavorable, disadvantageous, harmful","ไม่เป็นผลดี, เป็นผลเสีย, ไม่เอื้ออำนวย",5,这对我们很不利。,zhè duì wǒmen hěn bù lì.
3578,博览会,bó lǎn huì,exhibition; international fair; expo,งานแสดงสินค้า; งานนิทรรศการ; งานมหกรรม,5,博览会有很多新产品。,Bó lǎn huì yǒu hěn duō xīn chǎn pǐn.
3579,补偿,bǔ cháng,to compensate; to make up for,ชดเชย; ตอบแทน,5,公司会补偿你的损失。,Gōngsī huì bǔcháng nǐ de sǔnshī.
3580,不曾,bù céng,has not yet; has never,ยังไม่เคย; ไม่เคย,5,我不曾去过北京。,Wǒ bù céng qù guò Běijīng.
3581,不易,bù yì,difficult; not easy; unchanging,ยาก; ไม่ง่าย; ไม่เปลี่ยนแปลง,5,成功不易，需要努力。,"Chénggōng bù yì, xūyào nǔlì."
3582,补贴,bǔ tiē,"subsidy, allowance, financial supplement","เงินอุดหนุน, เงินช่วยเหลือ, เบี้ยเลี้ยง",5,公司提供交通补贴。,gōng sī tí gōng jiāo tōng bǔ tiē.
3583,不免,bù miǎn,inevitably; unavoidably; cannot help but,อย่างหลีกเลี่ยงไม่ได้; ย่อมจะ; ไม่อาจจะไม่,5,他初次演讲不免紧张。,tā chūcì yǎnjiǎng bù miǎn jǐnzhāng.
3584,不敢当,bù gǎn dāng,I don't deserve it; you flatter me (a polite response to praise or compliments).,ไม่กล้ารับ (คำตอบสุภาพเมื่อได้รับคำชมหรือคำยกย่อง) หมายถึง ฉันไม่สมควรได้รับคำชมนั้น,5,您过奖了，不敢当。,"nín guò jiǎng le, bù gǎn dāng."
3585,不能不,bù néng bù,cannot but; have to; must,ต้อง; ไม่สามารถไม่ทำได้,5,我不得不去学习。,Wǒ bùdébù qù xuéxí.
3586,部位,bù wèi,"part, position, location","ส่วน, ตำแหน่ง, บริเวณ",5,这个部位很重要。,zhè ge bù wèi hěn zhòng yào.
3587,不止,bù zhǐ,more than; not limited to; incessantly,มากกว่า; ไม่จำกัดเพียง; อย่างไม่หยุดหย่อน,5,他不止会说中文。,Tā bù zhǐ huì shuō Zhōngwén.
3588,猜测,cāi cè,"to guess, to speculate, to conjecture","คาดเดา, คาดคะเน, เดา",5,我们猜测他会来。,wǒ men cāi cè tā huì lái.
3589,猜,cāi,to guess,เดา,5,你猜猜这是什么。,Nǐ cāi cai zhè shì shénme.
3590,裁判,cái pàn,"referee, umpire, judge (in sports or competitions)",ผู้ตัดสิน (ในกีฬาหรือการแข่งขัน),5,裁判决定比赛结果。,cái pàn jué dìng bǐ sài jié guǒ.
3591,彩票,cǎi piào,lottery ticket,ตั๋วลอตเตอรี่,5,他买了一张彩票。,tā mǎi le yī zhāng cǎi piào.
3592,草原,cǎo yuán,"grassland, prairie",ทุ่งหญ้า,5,草原上有很多马。,Cǎo yuán shàng yǒu hěn duō mǎ.
3593,册,cè,"book, booklet; classifier for books","หนังสือ, สมุด; หน่วยนับสำหรับหนังสือ",5,这本书有三册。,Zhè běn shū yǒu sān cè.
3594,叉子,chā zi,fork,ส้อม,5,请用叉子吃面条。,Qǐng yòng chāzi chī miàntiáo.
3595,餐饮,cān yǐn,food and beverage; catering; dining,อาหารและเครื่องดื่ม; การจัดเลี้ยงอาหาร,5,这家餐厅的餐饮很丰富。,zhè jiā cān tīng de cān yǐn hěn fēng fù.
3596,查询,chá xún,"to inquire, to check, to look up (information)","สอบถาม, ตรวจสอบ, ค้นหา (ข้อมูล)",5,我需要查询火车时间。,Wǒ xūyào cháxún huǒchē shíjiān.
3597,差距,chā jù,"gap, disparity, difference","ช่องว่าง, ความแตกต่าง, ความเหลื่อมล้ำ",5,贫富差距很大。,pín fù chā jù hěn dà.
3598,叉,"chā, chá, chǎ",fork (utensil); to cross; to diverge,ส้อม (เครื่องใช้); ข้าม; แยกออก,5,他用叉子吃面条。,tā yòng chāzi chī miàntiáo.
3599,拆除,chāi chú,"to demolish, to dismantle, to remove","รื้อถอน, ถอดออก, กำจัดออก",5,他们正在拆除旧房子。,Tāmen zhèngzài chāi chú jiù fángzi.
3600,拆,chāi,"to dismantle, to tear down, to take apart","รื้อถอน, ถอดแยก, ทำลาย",5,他们正在拆旧房子。,Tāmen zhèngzài chāi jiù fángzi.
3601,长度,cháng dù,length,ความยาว,5,这条河的长度是多少？,zhè tiáo hé de cháng dù shì duō shǎo?
3602,肠,cháng,"intestines, gut",ลำไส้,5,我肚子疼，可能是肠的问题。,"Wǒ dùzi téng, kěnéng shì cháng de wèntí."
3603,尝试,cháng shì,to try; to attempt,ลอง; พยายาม,5,我尝试学习汉语。,wǒ cháng shì xué xí hàn yǔ.
3604,厂长,chǎng zhǎng,factory director; factory manager,ผู้อำนวยการโรงงาน; ผู้จัดการโรงงาน,5,厂长管理工厂。,chǎng zhǎng guǎn lǐ gōng chǎng.
3605,场面,chǎng miàn,"scene, spectacle, occasion, situation","ฉาก, ภาพ, โอกาส, สถานการณ์",5,婚礼场面很热闹。,hūn lǐ chǎng miàn hěn rè nao.
3606,车主,chē zhǔ,vehicle owner,เจ้าของรถ,5,车主正在停车。,chē zhǔ zhèng zài tíng chē.
3607,成交,chéng jiāo,to close a deal; to complete a transaction,ตกลงซื้อขาย; ทำการค้าให้สำเร็จ,5,我们终于成交了。,Wǒmen zhōngyú chéngjiāo le.
3608,成效,chéng xiào,effectiveness; result; outcome,ผลลัพธ์; ประสิทธิผล; ผลที่ได้,5,这项措施成效显著。,Zhè xiàng cuò shī chéng xiào xiǎn zhù.
3609,成本,chéng běn,cost; expense,ต้นทุน; ค่าใช้จ่าย,5,生产成本太高了。,shēng chǎn chéng běn tài gāo le.
3610,城里,chénglǐ,In the city; within the city,ในเมือง; ภายในเมือง,5,城里有很多商店。,Chénglǐ yǒu hěnduō shāngdiàn.
3611,乘车,chéng chē,"to ride in a vehicle (car, bus, etc.)","โดยสารยานพาหนะ (รถยนต์, รถประจำทาง, ฯลฯ)",5,我每天乘车去上班。,Wǒ měi tiān chéng chē qù shàng bān.
3612,乘坐,chéng zuò,"to take (a vehicle), to ride in/on","โดยสาร (พาหนะ), นั่ง (ยานพาหนะ)",5,我乘坐地铁去上班。,Wǒ chéng zuò dìtiě qù shàngbān.
3613,吃力,chī lì,requiring strenuous effort; laborious; demanding,ต้องใช้ความพยายามอย่างมาก; ต้องออกแรงมาก; ยากลำบาก,5,这项工作很吃力。,Zhè xiàng gōngzuò hěn chīlì.
3614,乘客,chéng kè,passenger,ผู้โดยสาร,5,乘客们请系好安全带。,Chéngkèmen qǐng xì hǎo ānquándài.
3615,冲动,chōng dòng,impulse; urge; impetuousness,แรงกระตุ้น; ความหุนหันพลันแล่น; ความอยากทำสิ่งใดสิ่งหนึ่งอย่างรวดเร็วโดยไม่คิดให้รอบคอบ,5,他一时冲动买了车。,Tā yīshí chōngdòng mǎi le chē.
3616,迟,"Chí, chí","late, delayed, slow","สาย, ล่าช้า, ช้า",5,他今天迟到了。,Tā jīntiān chídào le.
3617,冲突,chōng tū,"conflict, clash, collision (of opposing forces or interests)","ความขัดแย้ง, การปะทะกัน, การชนกัน (ของกำลังหรือผลประโยชน์ที่ขัดแย้งกัน)",5,他们的意见有冲突。,tā men de yì jiàn yǒu chōng tū.
3618,愁,chóu,to worry; to be anxious,กังวล; เป็นทุกข์,5,他最近很愁。,Tā zuìjìn hěn chóu.
3619,臭,"chòu, xiù",smelly; foul-smelling; stinky,เหม็น; มีกลิ่นเหม็น,5,这鱼有点臭。,Zhè yú yǒudiǎn chòu.
3620,出汗,chū hàn,to sweat; to perspire,เหงื่อออก,5,运动后容易出汗。,Yùndòng hòu róngyì chū hàn.
3621,初期,chū qī,"initial stage, early period","ช่วงเริ่มต้น, ช่วงแรก",5,创业初期很困难。,chuàng yè chū qī hěn kùn nan.
3622,出于,chū yú,out of; due to; stemming from,เนื่องจาก; ออกมาจาก; มาจาก,5,他出于关心才这样做。,tā chū yú guān xīn cái zhè yàng zuò.
